name,static_instructions_case_big-arr_O0,dynamic_instructions_case_big-arr_O0
extr_linuxdriversnetethernetmellanoxmlx4mlx4.h_get_param_l.c,7,7
extr_linuxsamplesvfio-mdevmtty.c_dump_buffer.c,6,6
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopuiportssvgawin.c_ui_ellipse.c,13,13
extr_reactossdklibdriverslwipsrcsys_arch.c_sys_mbox_set_invalid.c,7,7
extr_linuxdriversstagingwlan-ngcfg80211.c_prism2_join_ibss.c,9,9
extr_FFmpeglibavcodecsnow_dwt.c_vertical_decompose97iH0.c,32,5877
extr_reactosbootfreeldrfreeldrlibfsext2.c_Ext2GetInodeFileSize.c,15,15
extr_linuxdriversstagingrtl8723bshalodm.c_odm_RateAdaptiveMaskInit.c,29,29
extr_linuxtoolslibtraceeventevent-parse.h_tep_is_host_bigendian.c,7,7
extr_linuxmmhuge_memory.c_hugepage_init_sysfs.c,6,6
extr_linuxdriversstagingrtl8723bshalhal_com.c_IsHexDigit.c,17,17
extr_linuxdriversnetipvlanipvlan_main.c_ipvlan_adjust_mtu.c,11,11
extr_gitcompat..cache.h_create_ce_flags.c,8,8
extr_linuxdriversnetethernetinteli40ei40e_txrx.c_i40e_rx_is_programming_status.c,7,7
extr_php-srcextopcacheOptimizerzend_ssa.c_mask_for_type_check.c,12,12
extr_linuxdriverspcihotplug..pci.h_of_pci_get_max_link_speed.c,7,7
extr_opensslcryptoeccurve25519.c_fe51_0.c,15,15
extr_obs-studiotesttest-inputsync-pair-vid.c_whitelist_time.c,13,13
extr_linuxdriversnetdsamv88e6xxxhwtstamp.h_mv88e6xxx_port_rxtstamp.c,9,9
extr_radare2libranal..includer_endian.h_r_swap_ut16.c,10,10
extr_linuxdriverspinctrlpinctrl-rockchip.c_rockchip_dt_free_map.c,7,7
extr_labenginecodesdlsdl_glimp.c_GLimp_LogComment.c,5,5
extr_linuxdriversisdnhisaxst5481.h_get_buf_nr.c,13,13
extr_linuxdriversgpiogpiolib.c_gpiochip_get_data.c,8,8
extr_linuxdriversmtdnftlcore.c_nftl_getgeo.c,21,21
extr_linuxarchriscvkernelmodule.c_apply_r_riscv_rvc_jump_rela.c,57,57
extr_linuxdriverspcmciapxa2xx_e740.c_e740_pcmcia_socket_state.c,10,10
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_pkthdr_adjustlen.c,10,10
extr_hashcatsrcmodulesmodule_04900.c_module_init.c,203,203
extr_linuxkernellivepatchtransition.c_klp_sync.c,5,5
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_VFD_CONTROL_3_REGID_TESSX.c,9,9
extr_linuxdriversfirmwaretegraivc.c_tegra_ivc_frame_phys.c,15,15
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mula_dd_hh_Slot_inst_encode.c,7,7
extr_linuxdriversusbhostxhci.h_xhci_ep_state_string.c,14,14
extr_linuxdriversnetwirelessinteliwlegacy4965-mac.c_il4965_is_single_rx_stream.c,18,18
extr_linuxdriversvideofbdevimsttfb.c_getclkMHz.c,33,33
extr_kphp-kdbnetnet-connections.c_client_init_outbound.c,6,6
extr_emscriptensystemliblibcmuslsrcctypeisprint.c_isprint.c,11,11
extr_linuxlibzstdfse_compress.c_FSE_NCountWriteBound.c,19,19
extr_linuxnetnfcllcp_core.c_nfc_llcp_socket_remote_param_init.c,12,12
extr_linuxnetbluetoothl2cap_core.c_l2cap_mode_supported.c,24,24
extr_darwin-xnubsdkernuipc_socket.c_so_get_restrictions.c,12,12
extr_linuxarcharmmach-pxastargate2.c_sg2_udc_command.c,13,13
extr_linuxkernelcpu.c_cpuhp_lock_release.c,5,5
extr_linuxdriversnetwirelessathath9khtc.h_ath9k_configure_leds.c,5,5
extr_linuxdriversinfinibandhwhfi1chip.c_cclock_to_ns.c,22,22
extr_micropythonportsstm32usbhostCoreSrcusbh_conf_template.c_USBH_LL_DriverVBUS.c,7,7
extr_linuxsoundisawsswss_lib.c_snd_wss_info_double.c,26,26
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_scompare1_Slot_inst_encode.c,7,7
extr_linuxdriversusbdwc2hcd.h_dwc2_hcd_urb_get_status.c,7,7
extr_linuxdriversmediatunersfc0011.c_fc0011_get_bandwidth.c,14,14
extr_linuxdriversmediaplatformti-vpevpdma_priv.h_dtd_get_even_line_skip.c,10,10
extr_h2odepsmrubymrbgemsmruby-bin-mrbctoolsmrbcmrbc.c_mrb_final_mrbgems.c,5,5
extr_linuxsoundsocfslimx-pcm.h_imx_pcm_fiq_init.c,8,8
extr_hashcatsrcmodulesmodule_06900.c_module_init.c,203,203
extr_linuxdriversstaginggreybusconnection.h_gb_connection_flow_control_disabled.c,8,8
extr_linuxdriversgpudrmudludl_modeset.c_udl_lfsr16.c,31,6133
extr_linuxkernelscheddebug.c_sched_debug_stop.c,6,6
extr_linuxdriversideide-pm.c_ide_complete_power_step.c,14,14
extr_os-tutorial23-fixeslibcmem.c_memory_copy.c,21,3326
extr_linuxdriversatalibata-core.c_ata_cable_ignore.c,6,6
extr_linuxdriverscrypton2_core.c_job_finished.c,17,17
extr_linuxarchpowerpcplatformspseries........driverspcipci.h_pci_dev_specific_reset.c,8,8
extr_reactosdriversbusacpiacpicautilitiesutdecode.c_AcpiUtGetMutexName.c,12,12
extr_linuxsoundsoccodecsda7218.c_da7218_volatile_register.c,12,12
extr_linuxsoundsoctegrategra20_ac97.c_tegra20_ac97_wr_rd_reg.c,13,13
extr_redissrcsentinel.c_sentinelFailoverStateStr.c,14,14
extr_linuxarchx86kernelmachine_kexec_64.c_arch_update_purgatory.c,6,6
extr_linuxnetipv4inetpeer.c_inet_peer_xrlim_allow.c,38,38
extr_linuxfsext2acl.h_ext2_acl_size.c,14,14
extr_linuxlibiov_iter.c_next_idx.c,12,12
extr_linuxdriversmdraid5.c_raid6_d0.c,11,11
extr_linuxdriverspinctrlcirruspinctrl-madera-core.c_madera_pin_unmake_drv_str.c,19,19
extr_linuxdriversatapata_serverworks.c_serverworks_osb4_filter.c,11,11
extr_hashcatsrcrp.c_class_num.c,14,14
extr_mpvvideocsputils.c_mp_csp_guess_colorspace.c,13,13
extr_radare2librdebugpnativedrx.c_drx_next.c,19,54
extr_linuxdriversinfinibandhwhfi1vnic_main.c_create_bypass_pbc.c,26,26
extr_linuxfscifssmbdirect.c_smbd_response_payload.c,7,7
extr_linuxdriverspcicontroller..pci.h_pci_dev_specific_enable_acs.c,7,7
extr_linuxdriversscsilpfclpfc_attr.c_lpfc_request_firmware_upgrade_init.c,14,14
extr_linuxdriversnetwirelessrealtekrtlwificore.c__rtl_get_hal_qnum.c,12,12
extr_linuxnetrxrpcinput.c_rxrpc_input_dup_data.c,13,13
extr_linuxarcharckernelsetup.c_c_stop.c,6,6
extr_masscansrcstub-pcap.c_null_PCAP_SET_SNAPLEN.c,7,7
extr_nodemcu-firmwareappsqlite3sqlite3.c_pagerFixMaplimit.c,5,5
extr_linuxdriversgpudrmamddisplaydcdce110dce110_hw_sequencer.c_dce110_hw_sequencer_construct.c,8,8
extr_darwin-xnuosfmkvmvm_map.c_vm_map_set_max_addr.c,6,6
extr_linuxdriverspcihotplugrpaphp_core.c_get_max_bus_speed.c,15,15
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_get_bss_wireless_mode_hdl.c,13,13
extr_linuxdriversgpudrmi915intel_dp.c_intel_dp_max_lane_count.c,7,7
extr_linuxdriversmediadvb-frontendsor51132.c_or51132_sleep.c,6,6
extr_linuxdriversttyseriallantiq.c_lqasc_stop_tx.c,5,5
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_sriov.h_bnx2x_timer_sriov.c,5,5
extr_linuxdriversnetethernettehutitehuti.c_bdx_tx_db_size.c,15,15
extr_reactoswin32ssprintingbasespoolsvrpcstubs.c__RpcPlayGdiScriptOnPrinterIC.c,11,11
extr_linuxdriverstargetiscsiiscsi_target.c_iscsit_convert_tcm_tmr_rsp.c,15,15
extr_hashcatsrcmodulesmodule_03000.c_module_init.c,203,203
extr_obs-studiopluginsobs-outputslibrtmpamf.c_AMF_CountProp.c,7,7
extr_linuxfsbad_inode.c_bad_inode_fiemap.c,10,10
extr_linuxdriversgpuhost1xhwhw_host1x02_sync.h_host1x_sync_syncpt_base_r.c,8,8
extr_linuxdriversmfdwm8994-irq.c_wm8994_edge_irq_enable.c,5,5
extr_libuvsrcwinfs.c_fs__chown.c,7,7
extr_linuxdriversvhostscsi.c_vhost_scsi_queue_tm_rsp.c,5,5
extr_reactosdllwin32urlmonsec_mgr.c_is_hierarchical_scheme.c,52,52
extr_linuxdriversmediarcir-rx51.c_ir_rx51_remove.c,6,6
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd.h_dwc_frame_num_le.c,15,15
extr_nodemcu-firmwareappsqlite3sqlite3.c_vdbeSorterGetCompare.c,17,17
extr_linuxnetipv4route.c_ipv4_rt_blackhole_redirect.c,7,7
extr_linuxkerneltraceftrace.c_ftrace_ops_get_func.c,14,14
extr_linuxdriversnetethernetnetronomenfpflower..nfp_net_repr.h_nfp_netdev_is_nfp_repr.c,11,11
extr_linuxdriversgpuhost1xhwhw_host1x06_uclass.h_host1x_uclass_indoff_indroffset_f.c,8,8
extr_linuxdriversparportparport_ax88796.c_pp_to_drv.c,7,7
extr_linuxdriversusbgadgetfile_storage.c_do_mode_select.c,14,14
extr_linuxdriversscsifnicvnic_wq_copy.h_vnic_wq_copy_desc_process.c,27,27
extr_linuxarcharmkvmcoproc.c_is_valid_cache.c,11,11
extr_linuxdriverscpuidlecpuidle.h_cpuidle_enter_state_coupled.c,8,8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_muls_aa_hl_Slot_inst_encode.c,7,7
extr_linuxdriversnetwirelessathwil6210wil6210.h_wil6210_debugfs_init.c,6,6
extr_reactosdllwin32inetcommpop3transport.c_init_parser.c,12,12
extr_linuxdriversnetcanat91_can.c_at91_can_id_to_reg_mid.c,14,14
extr_linuxfsbtrfsrelocation.c_is_cowonly_root.c,34,34
extr_linuxdriversspispi-mpc52xx-psc.c_mpc52xx_psc_spi_transfer_setup.c,44,44
extr_radare2librasmarchppclibvlevle.c_vle_option.c,14,14
extr_linuxdrivershwmonlm95241.c_temp_from_reg_unsigned.c,14,14
extr_linuxdriverssocbcmbrcmstbpmpm-mips.c_brcmstb_pm_valid.c,16,16
extr_obs-studiolibobsobs-hotkey.c_obs_hotkey_binding_get_key_combination.c,7,7
extr_swayswaybarinput.c_wl_touch_frame.c,6,6
extr_linuxsoundsocuniphieraio-core.c_rb_cnt_to_end.c,15,15
extr_linuxkerneltracering_buffer.c_rb_set_list_to_head.c,17,17
extr_libuiunixgrid.c_uiGridPadded.c,7,7
extr_linuxdriversttyserialaltera_jtaguart.c_altera_jtaguart_break_ctl.c,6,6
extr_linuxdriversnetethernetchelsiocxgb3cxgb3_main.c_get_eeprom_len.c,6,6
extr_linuxdriversataahci_octeon.c_ahci_octeon_remove.c,6,6
extr_linuxdriversmfdsec-core.c_s2mpa01_volatile.c,12,12
extr_linuxdriverss390ciovfio_ccw_ops.c_vfio_ccw_mdev_get_irq_info.c,14,14
extr_linuxdriversscsiosdosd_uld.c_osduld_unregister_test.c,8,8
extr_reactosdll3rdpartylibtifftif_dirread.c_TIFFReadDirEntryCheckRangeSlong8Long8.c,12,12
extr_linuxfsxfslibxfsxfs_log_format.h_xfs_cui_log_format_sizeof.c,8,8
extr_darwin-xnubsdnfsnfs4_subs.c_nfs4_ace_vfstype_to_nfstype.c,17,17
extr_hashcatsrcmodulesmodule_12700.c_module_init.c,203,203
extr_linuxdriverss390blockdasd_eckd.c_dasd_eckd_cdl_reclen.c,10,10
extr_linuxdriversgpudrmdrm_syncobj.c_drm_syncobj_null_fence_get_name.c,6,6
extr_darwin-xnubsdnetkpi_interface.c_ifnet_set_baudrate.c,26,26
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bgeu_Slot_inst_encode.c,7,7
extr_linuxdriversstaginggreybusconnection.c_gb_connection_mode_switch_prepare.c,7,7
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_open.c,7,7
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_RESOLVE_CNTL_1_Y.c,9,9
extr_linuxdriverscharipmiipmi_powernv.c_ipmi_powernv_request_events.c,5,5
extr_linuxdriversnvdimmcore.c_to_nvdimm_bus_dev.c,6,6
extr_linuxdriversgpudrmmsmadrenoadreno_common.xml.h_AXXX_CP_CSQ_AVAIL_IB2.c,9,9
extr_emscriptentestsbox2dfreeglutfreeglut_window.c_fgSetWindow.c,7,7
extr_reactosdllwin32mmdrvwave.c_QueryWaveFormat.c,7,7
extr_linuxarcharm64kernelcpuinfo.c_c_next.c,12,12
extr_linuxdriversmediausbgspcasq930x.c_sd_isoc_init.c,19,19
extr_linuxdriversblockvirtio_blk.c_virtblk_result.c,17,17
extr_emscriptensystemliblibcmuslsrcdirenttelldir.c_telldir.c,7,7
extr_linuxdriversgpudrmamdpowerplayhwmgrppevvmath.h_ConvertToFraction.c,10,10
extr_linuxdriversatalibata.h_sata_pmp_scr_write.c,9,9
extr_linuxdriversstaginggreybusconnection.h_gb_connection_is_offloaded.c,8,8
extr_linuxdriversnetethernetamdxgbexgbe-phy-v1.c_xgbe_phy_start.c,6,6
extr_linuxnetnetlabelnetlabel_kapi.c_netlbl_bitmap_setbit.c,30,30
extr_linuxfsnfswrite.c_wb_priority.c,11,11
extr_linuxarchmipspcipci-rt2880.c_rt2880_pci_get_cfgaddr.c,20,20
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_dwc_otg_get_param_ahb_thr_ratio.c,8,8
extr_linuxdriversusbgadgetudcbdcbdc_dbg.h_bdc_dbg_regs.c,5,5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_lsi_Slot_inst_encode.c,7,7
extr_linuxdriverssoundwirebus.h_sdw_acpi_find_slaves.c,7,7
extr_nodemcu-firmwareappsqlite3sqlite3.c_fkChildIsModified.c,15,15
extr_radare2librasmarchcr16cr16_disas.c_cr16_get_dstreg.c,8,8
extr_linuxfscephsuper.h_ceph_security_xattr_wanted.c,6,6
extr_linuxdriversinfinibandhwhfi1pio.c_egress_halted.c,13,13
extr_linuxdriversnetethernetmellanoxmlx5coreaccelipsec.h_mlx5_accel_ipsec_init.c,6,6
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_i2c.c_I2C_StructInit.c,21,21
extr_linuxdriversstagingrtl8723bscorertw_ieee80211.c_rtw_get_rateset_len.c,18,152
extr_labenginecodegameg_client.c_TeamLeader.c,11,11
extr_openpilotpandaboardspi_flasher.h_debug_ring_callback.c,5,5
extr_linuxdriversmediai2cadv748xadv748x-afe.c_adv748x_afe_std.c,36,36
extr_obs-studiolibobsaudio-monitoringwin32....graphicsaxisang.h_axisang_copy.c,22,22
extr_linuxdriversiiotemperaturemlx90614.c_mlx90614_wakeup.c,7,7
extr_radare2librcoregraph.c_update_seek.c,77,77
extr_linuxdriversfpgadfl-fme-mgr.c_fme_mgr_state.c,6,6
extr_kittyglfwnull_window.c__glfwPlatformSetWindowPos.c,7,7
extr_linuxdriversvideofbdevomap2omapfbdssrfbi.c_rfbi_set_pixel_size.c,8,8
extr_linuxdriversnetethernetalteraaltera_msgdma.c_msgdma_start_rxdma.c,5,5
extr_php-srcextstandardhtml.c_php_utf32_utf8.c,27,27
extr_linuxdriversnetethernetsfcethtool.c_ip6_fill_mask.c,13,13
extr_wcdbandroidsqlciphersqlite3.c_pagerFixMaplimit.c,5,5
extr_zstdcontriblinux-kernellibzstdfse_compress.c_FSE_buildCTable_rle.c,36,36
extr_linuxarchia64snkernelirq.c_sn_shutdown_irq.c,5,5
extr_linuxdriversnetethernetnetronomenfpnfp_net_repr.h_nfp_netdev_is_nfp_repr.c,11,11
extr_linuxnetbridgebr_private.h_nbp_vlan_flush.c,5,5
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleutils.c_PICE_islower.c,15,15
extr_linuxdriversgpudrmamdamdgpudce_virtual.c_dce_virtual_vblank_get_counter.c,7,7
extr_reactosmodulesrosappsapplicationssysutilsutilspicemoduleparse.c_DecodeVmFlags.c,7,7
extr_nodemcu-firmwareappsqlite3sqlite3.c_et_getdigit.c,12,12
extr_radare2librasmarchppcgnuppc-opc.c_valid_bo.c,34,34
extr_linuxkernellockingrwsem.h_rwsem_set_owner.c,5,5
extr_kphp-kdblistslists-engine.c_clear_input_object_id.c,7,7
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192se..wifi.h_is_hal_stop.c,11,11
extr_linuxarchpowerpcplatformspserieshotplug-memory.c_dlpar_memory_readd_by_index.c,7,7
extr_linuxdriversnetethernethisiliconhns3hns3_enet.c_hns3_adjust_tqps_num.c,10,10
extr_linuxarchx86bootcompressedkaslr.c_process_efi_entries.c,7,7
extr_linuxkernelschedstats.h_rq_sched_info_arrive.c,6,6
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_RB_WINDOW_OFFSET_Y.c,9,9
extr_reactossdktoolslog2linesimage.c_fixup_offset.c,14,14
extr_linuxdriverschartpmtpm_infineon.c_tpm_inf_cancel.c,5,5
extr_FFmpeglibavcodecaacsbr_fixed.c_sbr_chirp.c,11,11
extr_linuxdriversvideofbdevcorefbcon_rotate.h_pattern_set_bit.c,34,34
extr_linuxdriversmfdezx-pcap.c_pcap_to_irq.c,9,9
extr_linuxdriversthermalbroadcom..thermal_hwmon.h_thermal_add_hwmon_sysfs.c,6,6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_excsave6_Slot_inst_encode.c,7,7
extr_linuxdriversstagingmediaimximx-media-csi.c_csi_set_scale.c,35,35
extr_linuxdriversnetfddiskfpsmtdef.c_smt_fixup_mib.c,17,17
extr_linuxfsnfsdvfs.h_nfsd_eof_on_read.c,19,19
extr_linuxdriversnetphymarvell10g.c_mv3310_hwmon_probe.c,6,6
extr_linuxdriversgpudrmnouveaunvkmsubdevbiosdisp.c_nvbios_ocfg_entry.c,17,17
extr_numpynumpycoresrcmultiarrayflagsobject.c_arrayflags_compare.c,14,14
extr_emscriptentestsfreetypesrcbasefttrigon.c_ft_trig_downscale.c,65,65
extr_radare2shlrgrubfsfat.c_fat_log2.c,17,17
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_qmath.c_qm_add16.c,19,19
extr_linuxdriversnetethernetfreescalegianfar.h_gfar_rxbd_unused.c,19,19
extr_linuxdriversgpudrmarmhdlcd_drv.c_hdlcd_irq_postinstall.c,6,6
extr_linuxdriversmmccorehost.h_mmc_card_hs400es.c,8,8
extr_xhyvesrcvmmintelvmx.c_vmx_fix_cr0.c,10,10
extr_linuxdriversnvdimmregion_devs.c_nd_blk_region_set_provider_data.c,9,9
extr_libsodiumsrclibsodiumsodiumutils.c__mprotect_noaccess.c,9,9
extr_linuxfsxfslibxfsxfs_rmap.h_xfs_rmap_ag_owner.c,13,13
extr_linuxdriversmtdnandonenandonenand_base.c_onenand_buffer_address.c,23,23
extr_linuxarchs390mmpgtable.c_pgste_pte_notify.c,9,9
extr_linuxdriverspcihotplug..pci.h_of_get_pci_domain_nr.c,6,6
extr_linuxdriversbluetoothhci_bcm.c_bcm_setup_sleep.c,6,6
extr_labenginecodegameg_client.c_SP_info_player_intermission.c,5,5
extr_linuxdriversmediausbgo7007go7007-v4l2.c_valid_pixelformat.c,11,11
extr_kphp-kdbcopyfastcopyfast-server.c_update_nodes_stats.c,16,16
extr_FFmpeglibavcodecmpegaudiodecheader.h_ff_mpa_check_header.c,12,12
extr_linuxdriversmddm-log.c_core_flush.c,6,6
extr_reactosdriversnetworktcpiptcpipainfo.c_GetAddressFileInfo.c,9,9
extr_linuxdriversvideoconsolevgacon.c_vgacon_build_attr.c,45,45
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_CS_CTRL_REG0_BRANCHSTACK.c,9,9
extr_ijkplayerijkmediaijksdlijksdl_egl.c_IJK_EGL_isValid.c,23,23
extr_linuxtoolspowerx86turbostatturbostat.c_has_knl_turbo_ratio_limit.c,11,11
extr_linuxarchmipsloongson64lemote-2fclock.c_clk_put.c,5,5
extr_linuxdriversmiscaltera-staplaltera-jtag.c_altera_set_irstop.c,10,10
extr_kphp-kdbtexttext-index.c_init_text_data.c,8,8
extr_linuxdriversgpudrmmsmadrenoa6xx_gmu.xml.h_A6XX_GMU_GPU_NAP_CTRL_SID.c,9,9
extr_linuxdriversmiscspear13xx_pcie_gadget.c_spear_pcie_gadget_irq.c,7,7
extr_skynetskynet-srcsocket_server.c_socket_server_updatetime.c,9,9
extr_linuxnetnfchcillc_shdlc.c_llc_shdlc_w_used.c,14,14
extr_linuxdriversnvdimmpfn_devs.c_is_nd_pfn.c,16,16
extr_mongooseexamplesESP8266_RTOSusermongoose.c_mg_is_ws_first_fragment.c,23,23
extr_darwin-xnubsdnetnecp.c_noop_select.c,9,9
extr_linuxdriversnetwirelessbroadcomb43main.c_b43_rng_init.c,7,7
extr_radare2librasmarchtms320c55x_plushashtable.c_get_hashfunc_55.c,12,12
extr_linuxdriversnetwirelessstcw1200debug.h_cw1200_debug_ba.c,25,25
extr_reactosbaseapplicationsmstscssl_calls.c_mpCompare.c,33,5373
extr_darwin-xnulibsyscallwrappersstackshot.c_stackshot_config_set_flags.c,15,15
extr_darwin-xnubsdkernkpi_socketfilter.c_sockopt_valsize.c,7,7
extr_linuxfsnfsfscache.h_nfs_server_fscache_state.c,6,6
extr_linuxdriversmediapcicx88cx88-core.c_norm_vdelay.c,11,11
extr_libuvsrcunixfs.c_uv__to_stat.c,74,74
extr_linuxdriverspinctrlsamsungpinctrl-s3c24xx.c_s3c24xx_eint_get_trigger.c,15,15
extr_php-srcsapilitespeedlscriu.c_LSCRIU_Set_Global_Counter_Type.c,16,16
extr_reactossdklib3rdpartybzip2compress.c_BZ2_bsInitWrite.c,9,9
extr_linuxdriversinputmousesynaptics_i2c.c_set_scan_rate.c,15,15
extr_linuxarchpowerpcmmpkeys.c___execute_only_pkey.c,7,7
extr_linuxdriversinputmiscims-pcu.c_ims_pcu_byte_needs_escape.c,22,22
extr_FFmpeglibavcodecaudiotoolboxenc.c_get_aac_tag.c,13,13
extr_tmuxlayout.c_layout_set_size.c,21,21
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_pkthdr_setlen.c,9,9
extr_tenginemodulesngx_http_tfs_modulengx_tfs_common.c_ngx_http_tfs_atoll.c,23,23
extr_linuxdriversnetwirelessathath9kath9k.h_ath_chanctx_check_active.c,6,6
extr_linuxdriversgpiogpio-mmio.c_bgpio_set_none.c,7,7
extr_linuxdriversttytty_io.c_hung_up_tty_ioctl.c,14,14
extr_stbtools..stb.h_stb_arr_malloc_parent.c,10,10
extr_darwin-xnubsddevdtracedtrace.c_unregister_cpu_setup_func.c,6,6
extr_linuxdriversmtdnandrawsh_flctl.c_flctl_4secc_ooblayout_sp_free.c,14,14
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_dpfwo_Slot_inst_encode.c,7,7
extr_tenginesrchttpmodulesngx_http_ssi_filter_module.c_ngx_http_ssi_filter_init.c,14,14
extr_linuxdriverspinctrlqcompinctrl-spmi-mpp.c_pmic_mpp_get_groups_count.c,8,8
extr_linuxdriverscryptoamcccrypto4xx_core.c_get_next_sd.c,13,13
extr_linuxdrivershwmonsht3x.c_sht3x_extract_humidity.c,8,8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_intenable_Slot_inst_encode.c,7,7
extr_linuxdriversgpuhost1xsyncpt.c_host1x_syncpt_nb_pts.c,8,8
extr_reactosbaseservicesnfsdlock.c_get_lock_type.c,15,15
extr_reactosdriverscryptoksecdddispatch.c_KsecQueryVolumeInformation.c,14,14
extr_linuxdriversinputmousevmmouse.h_vmmouse_init.c,7,7
extr_linuxdriverspcicontroller..pci.h_pci_iov_release.c,5,5
extr_reactosdll3rdpartylibtifftif_dirread.c_TIFFReadDirEntryCheckRangeSbyteLong.c,11,11
extr_linuxdriversmediadvb-frontendss5h1420.c_s5h1420_get_tuner_i2c_adapter.c,9,9
extr_linuxsoundsoccodecssigmadsp.c_sigmadsp_samplerate_valid.c,12,12
extr_numpynumpycoresrcnpymathhalffloat.c_npy_half_isnan.c,14,14
extr_linuxsoundsocintelskylakeskl-topology.c_skl_tplg_fill_pin_dynamic_val.c,19,2816
extr_linuxdriversusbdwc2core.h_dwc2_hsotg_set_test_mode.c,7,7
extr_linuxfsntfsntfs.h_ntfs_ffs.c,31,31
extr_linuxfsf2fsfile.c_f2fs_iflags_to_xflags.c,31,31
extr_linuxdriversusbphyphy-isp1301-omap.c_isp1301_start_hnp.c,7,7
extr_linuxdriversgpudrmnouveaunvkmsubdevi2cbus.c_nvkm_i2c_bus_func.c,7,7
extr_linuxdriversnetwirelessinteliwlegacy3945.c_il3945_hwrate_to_plcp_idx.c,11,11
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_channel_list_hdl.c,20,20
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_REG_MDP4_LCDC_LVDS_MUX_CTL_6_TO_4.c,8,8
extr_reactosdllwin32jscriptdispex.c_get_props_idx.c,12,12
extr_labenginecodeqcommonq_shared.c_Q_isalpha.c,15,15
extr_linuxsamplesbpfxdpsock_user.c_xq_nb_free.c,27,27
extr_linuxsoundfirewirecmp.c_mpr_address.c,13,13
extr_linuxsoundsocuniphieraio-core.c_rb_space.c,18,18
extr_linuxfscifscifsglob.h_tlink_tcon.c,7,7
extr_linuxarchx86kernelcpucommon.c_detect_ht_early.c,6,6
extr_labq3map2libspicomodellwovecmath.c_dot.c,20,20
extr_linuxdriversgpudrmamdamdgpudce_v6_0.c_dce_v6_0_get_num_crtc.c,18,18
extr_linuxsoundcoreinit.c_snd_disconnect_ioctl.c,9,9
extr_linuxdriversvhostnet.c_vhost_net_tx_packet.c,13,13
extr_linuxnetnetfilteripvsip_vs_est.c_ip_vs_zero_estimator.c,40,40
extr_linuxdriverss390netctcm_mpc.h_ctcmpc_dump_skb.c,6,6
extr_linuxdriversmmchostdw_mmc-k3.c_dw_mci_hi6220_execute_tuning.c,7,7
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_TPL1_TP_TEX_COUNT_HS.c,9,9
extr_reactoswin32ssprintingbasespoolsvrpcstubs.c__RpcDeletePrinterConnection.c,6,6
extr_linuxdriversclksunxi-ngccu-sun8i-r40.c_sun8i_r40_ccu_regmap_accessible_reg.c,11,11
extr_linuxdriversstagingvt6656rf.c_vnt_rf_addpower.c,26,26
extr_linuxdriversnetethernetmellanoxmlx5coreeswitch.h_mlx5_eswitch_enable_sriov.c,8,8
extr_linuxdriversclkclk.c___clk_get_accuracy.c,11,11
extr_linuxdriversnetethernetmellanoxmlx5corefpgacore.h_mlx5_fpga_device_stop.c,5,5
extr_SoftEtherVPNsrcCedarHub.c_CheckMaxLoggedPacketsPerMinute.c,22,22
extr_linuxdriverss390netqeth_core.h_qeth_is_ipa_supported.c,9,9
extr_hashcatsrcmodulesmodule_07300.c_module_init.c,203,203
extr_darwin-xnuosfmkarmmachine_routines.c_ml_get_cpu_number.c,6,6
extr_linuxdriversmediaceccec-pin.c_cec_pin_adap_monitor_all_enable.c,13,13
extr_linuxdriversnetethernetintelixgbeixgbe.h_ixgbe_stop_ipsec_offload.c,5,5
extr_linuxdriversmediai2cov5647.c_ov5647_enum_mbus_code.c,15,15
extr_linuxdriversmediapcimeyemeye.c_vidioc_try_fmt_vid_cap.c,20,20
